date,variable,actual,simulated
2020-09-01,Lhrs,3756792.8629744896,3927265.639128613
2020-12-01,Lhrs,3861754.74334653,3881707.6941365735
2021-03-01,Lhrs,3921788.2741145194,3900965.478230558
2021-06-01,Lhrs,4004280.9019017997,3914507.657764231
2021-09-01,Lhrs,3834416.07588947,3948489.3681253386
2021-12-01,Lhrs,3930065.0583472103,3956613.5587163516
2022-03-01,Lhrs,3979722.41699728,3993440.0466865855
2022-06-01,Lhrs,4117512.7533836495,4021620.360957479
2022-09-01,Lhrs,4193904.3385465397,4031910.4748122497
2022-12-01,Lhrs,4276699.30271261,4043396.8470154437
2023-03-01,Lhrs,4278451.32937078,4042953.560943643
2023-06-01,Lhrs,4332739.12898743,4048183.079176955
2023-09-01,Lhrs,4298576.62099267,4059827.9323400795
2023-12-01,Lhrs,4279725.117620969,4067761.568087661
2024-03-01,Lhrs,4245746.09507492,4076840.808173006
2024-06-01,Lhrs,4274602.44546671,4084014.733293424
2024-09-01,Lhrs,4308933.386749431,4101793.9143496496
2024-12-01,Lhrs,4317010.24503452,4097559.398295157
2010-03-01,LavhMkt,431.070523579906,434.817262221828
2010-06-01,LavhMkt,435.094255662445,433.737936464703
2010-09-01,LavhMkt,432.21787687166,433.2171863565472
2010-12-01,LavhMkt,431.536007042142,432.67302478081683
2011-03-01,LavhMkt,436.706795729448,432.52367976809876
2011-06-01,LavhMkt,433.012115633482,430.6822145588287
2011-09-01,LavhMkt,434.074518135492,431.1591348919159
2011-12-01,LavhMkt,433.797420966275,431.4268006137137
2012-03-01,LavhMkt,433.520633113249,429.35834227492654
2012-06-01,LavhMkt,431.123352515792,429.97018737814886
2012-09-01,LavhMkt,431.518254715855,428.8432958936587
2012-12-01,LavhMkt,429.612909286592,428.63045609479514
2013-03-01,LavhMkt,429.873950403532,426.7727640745177
2013-06-01,LavhMkt,432.492830113501,423.6583020795192
2013-09-01,LavhMkt,434.302233630236,425.18602168514764
2013-12-01,LavhMkt,430.701997733355,425.52605062231186
2014-03-01,LavhMkt,425.686776565708,424.4723702957951
2014-06-01,LavhMkt,428.995523774327,423.59692321449626
2014-09-01,LavhMkt,429.610165888896,424.2612790883952
2014-12-01,LavhMkt,428.471421923974,423.8909016274805
2015-03-01,LavhMkt,428.454319230363,423.3422546571301
2015-06-01,LavhMkt,427.115964237737,423.56233971070435
2015-09-01,LavhMkt,426.675603763119,423.0294406862158
2015-12-01,LavhMkt,425.685165678709,422.9317191137053
2016-03-01,LavhMkt,426.771286642019,422.755823474155
2016-06-01,LavhMkt,423.902604348841,423.5431845741506
2016-09-01,LavhMkt,426.129232613257,423.19406570565764
2016-12-01,LavhMkt,427.208412539975,423.68013238251245
2017-03-01,LavhMkt,429.797772521391,423.45794040883726
2017-06-01,LavhMkt,427.991973610115,423.7519613322331
2017-09-01,LavhMkt,425.974385291865,422.0742363933183
2017-12-01,LavhMkt,425.901144199638,422.5808065978963
2018-03-01,LavhMkt,424.474456904088,422.0705694716746
2018-06-01,LavhMkt,426.105908010137,420.9890772647004
2018-09-01,LavhMkt,424.220979232546,421.4365308248351
2018-12-01,LavhMkt,422.525527802752,420.9944919295341
2019-03-01,LavhMkt,424.451044579025,420.39241229324006
2019-06-01,LavhMkt,421.871262856599,420.3503175931161
2019-09-01,LavhMkt,422.426191460136,420.1711941499499
2019-12-01,LavhMkt,423.586863084331,419.45306531625056
2020-03-01,LavhMkt,428.888719509023,418.4083961939614
2020-06-01,LavhMkt,401.061611615078,415.3283565630032
2020-09-01,LavhMkt,407.28009266128,422.90738200003346
2020-12-01,LavhMkt,414.794405033845,416.707912186518
2021-03-01,LavhMkt,413.164693457428,418.253705254207
2021-06-01,LavhMkt,420.428514082468,419.1844938290484
2021-09-01,LavhMkt,405.497461444457,421.1772710705616
2021-12-01,LavhMkt,411.66760184588,420.9665312468301
2022-03-01,LavhMkt,403.425761961535,422.23984053963324
2022-06-01,LavhMkt,416.658985111529,422.16070079483274
2022-09-01,LavhMkt,418.089309490016,420.8687384401811
2022-12-01,LavhMkt,424.43550546797,419.98594146356606
2023-03-01,LavhMkt,420.112229843532,418.3672826460676
2023-06-01,LavhMkt,427.660973370818,417.6807064193195
2023-09-01,LavhMkt,421.850064474696,417.1606554393568
2023-12-01,LavhMkt,416.629950798755,416.0524959005661
2024-03-01,LavhMkt,411.470061689669,415.49462351507015
2024-06-01,LavhMkt,417.235073299569,415.18939592696375
2024-09-01,LavhMkt,416.270912872074,415.8873839169244
2024-12-01,LavhMkt,417.054721242363,414.63520146579833
